"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"statmod","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5.0",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"stats","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"stats4","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.0.2",NA,NA,NA,NA,NA,"4.0.2"
"stringi","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.7.8",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"stringr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.1",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"SummarizedExperiment","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.20.0",NA,"R (>= 3.2), methods, MatrixGenerics (>= 1.1.3), GenomicRanges
(>= 1.41.5), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.15.3),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), DelayedArray (>= 0.15.10)",NA,"HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway, BiocStyle, knitr, rmarkdown, RUnit, testthat,
digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"survival","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.4-0","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"svglite","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.0",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"sys","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.4.1",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"systemfonts","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.4",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"tcltk","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,"utils",NA,NA,NA,"Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"TedSim","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.0.0.9000",NA,"R (>= 3.5.0)","dplyr, ape, umap, cluster, dyno, RColorBrewer, plyr, phytools,
ggplot2, reshape, roxygen2, SummarizedExperiment, DrImpute",NA,"knitr, rmarkdown",NA,"`use_mit_license()`, `use_gpl3_license()` or friends to pick a
license",NA,NA,NA,NA,"no","4.0.2"
"tensor","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.0.2"
"tester","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.7",NA,"R (>= 3.0)",NA,NA,"testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"testthat","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1.5",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload, praise, processx, ps (>= 1.3.4), R6 (>= 2.2.0), rlang
(>= 1.0.1), utils, waldo (>= 0.4.0), withr (>= 2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"textshape","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.7.3",NA,"R (>= 3.4.0)","data.table, slam, stats, stringi, utils",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.5"
"textshaping","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.2",NA,NA,"systemfonts (>= 0.3.0)","cpp11, systemfonts","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tibble","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1.8",NA,"R (>= 3.1.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.7.0), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.3.8)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"tidygraph","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.2",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tidyr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.1",NA,"R (>= 3.1)","dplyr (>= 1.0.0), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.7)","cpp11 (>= 0.4.0)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tidyselect","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.0",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidyverse","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.2",NA,"R (>= 3.3)","broom (>= 0.7.10), cli (>= 3.1.0), crayon (>= 1.4.2), dbplyr
(>= 2.1.1), dplyr (>= 1.0.7), dtplyr (>= 1.2.0), forcats (>=
0.5.1), ggplot2 (>= 3.3.5), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.0), haven (>= 2.4.3), hms (>= 1.1.1),
httr (>= 1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.8.0),
magrittr (>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.4),
purrr (>= 0.3.4), readr (>= 2.1.1), readxl (>= 1.3.1), reprex
(>= 2.0.1), rlang (>= 0.4.12), rstudioapi (>= 0.13), rvest (>=
1.0.2), stringr (>= 1.4.0), tibble (>= 3.1.6), tidyr (>=
1.1.4), xml2 (>= 1.3.3)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"timechange","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.1",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"tinytex","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.42",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"TMB","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.9.10",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"tools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,"Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"topGO","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.42.0",NA,"R (>= 2.10.0), methods, BiocGenerics (>= 0.13.6), graph (>=
1.14.0), Biobase (>= 2.0.0), GO.db (>= 2.3.0), AnnotationDbi
(>= 1.7.19), SparseM (>= 0.73)","lattice, matrixStats, DBI",NA,"ALL, hgu95av2.db, hgu133a.db, genefilter, xtable, multtest,
Rgraphviz, globaltest",NA,"LGPL",NA,NA,NA,NA,"no","4.0.2"
"tradeSeq","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.0",NA,"R (>= 3.6)","mgcv, edgeR, SingleCellExperiment, SummarizedExperiment,
slingshot, magrittr, RColorBrewer, BiocParallel, Biobase,
pbapply, ggplot2, princurve, methods, monocle, igraph,
S4Vectors, tibble, Matrix, viridis, matrixStats",NA,"knitr, rmarkdown, testthat, covr, clusterExperiment",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"TTR","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.24.3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"tumap","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.0",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"What license is it under?",NA,NA,NA,NA,"no","4.0.2"
"tweenr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tzdb","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.0",NA,"R (>= 3.4.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"umap","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.2.9.0",NA,"R (>= 3.6.0)","Matrix, methods, openssl, reticulate, Rcpp (>= 0.12.6),
RSpectra, stats","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"urlchecker","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.5"
"usethis","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.6",NA,"R (>= 3.4)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"utf8","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.2",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"utils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,NA,NA,"methods, xml2, commonmark",NA,"Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"uuid","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"uwot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.14",NA,"Matrix","Rcpp, methods, FNN, RcppAnnoy (>= 0.0.17), irlba","Rcpp, RcppProgress, RcppAnnoy, dqrng","testthat, covr, bigstatsr, RSpectra",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"vcd","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4-10",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"vcdExtra","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.8-0",NA,"R (>= 2.10), vcd, gnm (>= 1.0-3), grid","MASS, grDevices, stats, utils, ca",NA,"gmodels, Fahrmeir, effects, VGAM, plyr, lmtest, nnet,
ggplot2, Sleuth2, car, lattice, stats4, rgl, AER, coin, Hmisc,
knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"vctrs","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5.1",NA,"R (>= 3.3)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.0.6)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), withr, xml2, waldo (>= 0.2.0),
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"vegan","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"VennDiagram","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.7.3",NA,"R (>= 3.5.0), grid (>= 2.14.1), futile.logger","methods",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"VGAM","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1-7",NA,"R (>= 3.5.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"VIM","/home/huang_yin/anaconda3/envs/sc/lib/R/library","6.2.2",NA,"R (>= 3.5.0),colorspace,grid","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)","Rcpp","dplyr, tinytest, knitr, rmarkdown, reactable, covr, withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"vipor","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.5",NA,"R (>= 3.0.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"viridis","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.6.2",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"viridisLite","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.1",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"vroom","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.6.0",NA,"R (>= 3.4)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle, methods,
rlang (>= 0.4.2), stats, tibble (>= 2.0.0), tidyselect, tzdb
(>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"waldo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.0",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"webshot","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5.4",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"whisker","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.5"
"withr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.5.0",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"wk","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.7.2",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"xfun","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.39",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown (>= 1.5), knitr (>= 1.42), htmltools, remotes,
pak, rhub, renv, curl, jsonlite, magick, yaml, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"XML","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.99-0.12",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"xml2","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.3",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"xopen","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"xtable","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.5"
"xts","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.12.2",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"XVector","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.30.0",NA,"R (>= 2.8.0), methods, BiocGenerics (>= 0.19.2), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9)","methods, utils, tools, zlibbioc, BiocGenerics, S4Vectors,
IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"yaml","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.3.6",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"yulab.utils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.0.6",NA,NA,"stats, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"zip","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.2.2",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"zlibbioc","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.36.0",NA,NA,NA,NA,NA,NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"zoo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8-11",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
